seed,difficulty_gap,budget_frac,method,mean_irr,std_irr,b_rho,selected_w
1,2.0,0.7,topk,0.19359922310694438,0.07890187449207109,0.6825540692450921,0.0
1,2.0,0.7,fisher,0.21729843916536265,0.08418610187417694,0.6825540692450921,0.0
1,2.0,0.7,adirt,0.22488287176945865,0.08671609865543722,0.6825540692450921,0.0
1,3.0,0.1,uniform,0.06651781895757738,0.03339525527577031,0.8015001397611832,-1.5
1,3.0,0.1,recency,0.06128046178427773,0.027486745109913734,0.8015001397611832,-1.5
1,3.0,0.1,topk,0.024119090436335828,0.012184477240142148,0.8015001397611832,-1.5
1,3.0,0.1,fisher,0.05980864931800809,0.03237593519687138,0.8015001397611832,-1.5
1,3.0,0.1,adirt,0.059424403364753985,0.03047894028498958,0.8015001397611832,-1.5
1,3.0,0.2,uniform,0.11083067723452955,0.05528003952245372,0.8015001397611832,-1.5
1,3.0,0.2,recency,0.1104277703913165,0.04375027973560353,0.8015001397611832,-1.5
1,3.0,0.2,topk,0.04189163645357424,0.017818342500270815,0.8015001397611832,-1.5
1,3.0,0.2,fisher,0.11386627659127413,0.060647499791345365,0.8015001397611832,-1.5
1,3.0,0.2,adirt,0.1142207019124291,0.0537507204437663,0.8015001397611832,-1.5
1,3.0,0.3,uniform,0.13381356959422586,0.057609873755333885,0.8015001397611832,-1.5
1,3.0,0.3,recency,0.13101145971108094,0.050508640326938185,0.8015001397611832,-1.5
1,3.0,0.3,topk,0.0710885562545938,0.029996967671949745,0.8015001397611832,-1.5
1,3.0,0.3,fisher,0.12992575338371862,0.05782156765249421,0.8015001397611832,-1.5
1,3.0,0.3,adirt,0.13472314245718645,0.059859667839675834,0.8015001397611832,-1.5
1,3.0,0.5,uniform,0.1594059228061539,0.06783985677813831,0.8015001397611832,-1.5
1,3.0,0.5,recency,0.16219528793556331,0.056627598142854396,0.8015001397611832,-1.5
1,3.0,0.5,topk,0.10835022793998439,0.045564180008024105,0.8015001397611832,-1.5
1,3.0,0.5,fisher,0.15016296888566674,0.06101301606483979,0.8015001397611832,-1.5
